Game Name,System Full,Units(m),Publisher,Developer,Image_URL,Release Date
Center Ring Boxing,Sega Saturn,0.12,JVC,Victor Interactive Software,https://www.vgchartz.com/games/boxart/full_1901853AmericaFrontccc.jpg,01/01/1995
Magical Drop,Sega Saturn,0.0,Data East,Data East,https://www.vgchartz.com/games/boxart/full_1158037JapanFrontccc.jpg,15/12/1995
Astra Superstars,Sega Saturn,0.0,Sunsoft,SunSoft,https://www.vgchartz.com/games/boxart/full_7178025JapanFrontccc.jpg,06/08/1998
Ojyousama Express,Sega Saturn,0.03,Media Works,MediaWorks,https://www.vgchartz.com/games/boxart/full_2964937JapanFrontccc.jpg,30/07/1998
Shin Megami Tensei: Devil Summoner - Akuma Zensho,Sega Saturn,0.0,Atlus,Atlus Co.,https://www.vgchartz.com/games/boxart/full_6389463JapanFrontccc.jpg,26/04/1996
Sound Novel Machi,Sega Saturn,0.09,ChunSoft,ChunSoft,https://www.vgchartz.com/games/boxart/full_2658320JapanFrontccc.jpg,22/01/1998
Virtua Fighter CG Portrait Series The Final: Dural,Sega Saturn,0.0,Sega,Sega-AM2,https://www.vgchartz.com/games/boxart/full_2846289JapanFrontccc.jpg,01/01/1996
Virtua Fighter CG Portrait Series Vol.5: Wolf Hawkfield,Sega Saturn,0.05,Sega,Sega-AM2,https://www.vgchartz.com/games/boxart/full_1758135JapanFrontccc.jpg,08/12/1995
The Horde,Sega Saturn,0.0,Crystal Dynamics,Toys for Bob,https://www.vgchartz.com/games/boxart/full_5442742AmericaFrontccc.jpg,01/06/1997
Sen Miyako Monogatari: Sono I,Sega Saturn,0.0,CRI,CRI,https://www.vgchartz.com/games/boxart/full_sen-miyako-monogatari-sono-i_8JapanFront.jpg,27/10/1995
Alien Trilogy,Sega Saturn,0.0,Acclaim Entertainment,Probe Entertainment Limited,https://www.vgchartz.com/games/boxart/9403913ccc.jpg,31/07/1996
Road & Track Presents: The Need for Speed,Sega Saturn,0.0,Electronic Arts,Pioneer Productions,https://www.vgchartz.com/games/boxart/9527602ccc.jpg,01/01/1996
ClockWorks,Sega Saturn,0.0,Tokuma Shoten,Tokuma Shoten,https://www.vgchartz.com/games/boxart/full_clockworks_124JapanFront.jpg,09/08/1996
Croc: Legend of the Gobbos,Sega Saturn,0.0,Fox Interactive,Argonaut Games,https://www.vgchartz.com/games/boxart/1717732ccc.jpg,01/01/1997
Shinobi Legions,Sega Saturn,0.0,Victory Lap Games,Sega AM7,https://www.vgchartz.com/games/boxart/full_shinobi-legions_975AmericaFront.jpg,01/11/1995
Wizardry VI & VII Complete,Sega Saturn,0.0,Data East,Data East,https://www.vgchartz.com/games/boxart/full_wizardry-vi-ampamp-vii-complete_378JapanFront.jpg,31/05/1996
WarCraft II: The Dark Saga,Sega Saturn,0.0,Electronic Arts,Blizzard Entertainment,https://www.vgchartz.com/games/boxart/65110ccc.jpg,31/08/1997
Idol Janshi Suchie-Pai Special,Sega Saturn,0.0,Jaleco,Jaleco Entertainment,https://www.vgchartz.com/games/boxart/full_574048JapanFrontccc.jpg,24/02/1995
Baku Baku,Sega Saturn,0.05,Sega,Sega-AM2,https://www.vgchartz.com/games/boxart/full_7612138AmericaFrontccc.jpg,31/08/1996
Ogre Battle Saga Episode Five: The March of the Black Queen,Sega Saturn,0.0,Riverhillsoft,Quest Corporation,https://www.vgchartz.com/games/boxart/full_7207646JapanFrontccc.jpg,01/11/1996
Melty Lancer: Ginga Shoujo Keisatsu 2086,Sega Saturn,0.0,Imagineer,Tenky,https://www.vgchartz.com/games/boxart/full_9477931JapanFrontccc.jpg,13/12/1996
E0: Enemy Zero,Sega Saturn,0.41,Sega,Warp,https://www.vgchartz.com/games/boxart/full_3939910AmericaFrontccc.jpg,31/10/1997
Johnny Bazookatone,Sega Saturn,0.0,U.S. Gold,Arc Developments,https://www.vgchartz.com/games/boxart/4150198ccc.jpg,01/01/1996
Harukaze Sentai V-Force,Sega Saturn,0.0,Ving,Ving,https://www.vgchartz.com/games/boxart/full_harukaze-sentai-v-force_7JapanFront.jpg,27/06/1997
Battle Stations,Sega Saturn,0.0,Electronic Arts,Realtime Associates,https://www.vgchartz.com/games/boxart/7803377ccc.jpg,01/01/1997
Off-World Interceptor Extreme,Sega Saturn,0.0,Crystal Dynamics,Crystal Dynamics,https://www.vgchartz.com/games/boxart/7937151ccc.jpg,29/09/1995
Game-Ware Vol.1,Sega Saturn,0.0,General Entertainment,General Entertainment,https://www.vgchartz.com/games/boxart/full_game-ware-vol1_713JapanFront.jpg,05/04/1996
Darklight Conflict,Sega Saturn,0.0,Electronic Arts,Rage Software,https://www.vgchartz.com/games/boxart/962619ccc.jpg,01/01/1997
Space Jam,Sega Saturn,0.0,Acclaim Entertainment,Sculptured Software,https://www.vgchartz.com/games/boxart/full_4269668AmericaFrontccc.jpg,01/01/1996
Olympic Soccer: Atlanta 1996,Sega Saturn,0.0,U.S. Gold,Silicon Dreams,https://www.vgchartz.com/games/boxart/full_3304435AmericaFrontccc.jpg,01/01/1996
Grandia Digital Museum,Sega Saturn,0.0,ESP,Game Arts,https://www.vgchartz.com/games/boxart/full_9536028JapanFrontccc.jpg,28/05/1998
Choujikuu Yousai Macross: Ai Oboete Imasu ka,Sega Saturn,0.1,Bandai,Emotion,https://www.vgchartz.com/games/boxart/full_7595949JapanFrontccc.jpg,06/06/1997
The Conveni: Ano Machi wo Dokusen Seyo,Sega Saturn,0.0,Human Entertainment,Human Entertainment,https://www.vgchartz.com/games/boxart/full_7751672JapanFrontccc.jpg,20/03/1997
Shienryu,Sega Saturn,0.0,Warashi,Warashi,https://www.vgchartz.com/games/boxart/full_3915772JapanFrontccc.jpg,27/06/1997
Gale Racer,Sega Saturn,0.07,Sega,Sega,https://www.vgchartz.com/games/boxart/full_3248548JapanFrontccc.jpg,02/12/1994
Wizardry Nemesis,Sega Saturn,0.0,Shouei,Thunder Stone Japan,https://www.vgchartz.com/games/boxart/full_7320847JapanFrontccc.jpg,22/01/1998
Friends: Seishun no Kagayaki,Sega Saturn,0.0,NEC Interchannel,NEC Interchannel,https://www.vgchartz.com/games/boxart/full_7458975JapanFrontccc.jpg,29/04/1999
Lunacy,Sega Saturn,0.11,Atlus,Sega,https://www.vgchartz.com/games/boxart/full_3107106AmericaFrontccc.jpg,31/05/1997
J.B. Harold: Blue Chicago Blues,Sega Saturn,0.0,Riverhillsoft,Riverhillsoft,https://www.vgchartz.com/games/boxart/full_3003416JapanFrontccc.jpg,22/09/1995
Radiant Silvergun,Sega Saturn,0.03,ESP,"Treasure Co., Ltd.",https://www.vgchartz.com/games/boxart/full_4380342JapanFrontccc.jpg,23/07/1998
Brain Dead 13,Sega Saturn,0.0,ReadySoft,ReadySoft,https://www.vgchartz.com/games/boxart/full_6239634AmericaFrontccc.jpg,31/10/1996
Sword & Sorcery,Sega Saturn,0.1,Micro Cabin,Micro Cabin,https://www.vgchartz.com/games/boxart/full_6365342JapanFrontccc.jpg,31/05/1996
Texthoth Ludo: Arcanum Senki,Sega Saturn,0.0,Pai,Falcon,https://www.vgchartz.com/games/boxart/full_9133652JapanFrontccc.jpg,18/12/1997
Command & Conquer: Covert Operations,Sega Saturn,0.0,Westwood Studios,Unknown,https://www.vgchartz.com/games/boxart/default.jpg,31/12/1996
J-League Victory Goal,Sega Saturn,0.15,Sega,Sega,https://www.vgchartz.com/games/boxart/full_7608032JapanFrontccc.jpg,20/01/1995
Vatlva,Sega Saturn,0.0,JVC,Nippon Victor,https://www.vgchartz.com/games/boxart/full_5588000JapanFrontccc.jpg,06/12/1996
Dead or Alive,Sega Saturn,0.18,Tecmo,Team Ninja,https://www.vgchartz.com/games/boxart/full_6677764JapanFrontccc.jpg,09/10/1997
Sol Divide,Sega Saturn,0.0,Atlus,Psikyo,https://www.vgchartz.com/games/boxart/full_2064104JapanFrontccc.jpg,02/07/1998
Nobunaga no Yabou: Tenshoki with Power-Up Kit,Sega Saturn,0.0,KOEI,Koei,https://www.vgchartz.com/games/boxart/full_7457557JapanFrontccc.jpg,11/09/1997
Hanagumi Taisen Columns,Sega Saturn,0.12,Sega,Sega,https://www.vgchartz.com/games/boxart/full_hanagumi-taisen-columns_4JapanFront.jpg,28/03/1997
Bakuretsu Hunter,Sega Saturn,0.0,I'Max,I'Max,https://www.vgchartz.com/games/boxart/full_6677342JapanFrontccc.jpg,26/04/1996
Gakkou no Kaidan,Sega Saturn,0.0,Sega,Sega,https://www.vgchartz.com/games/boxart/full_7569316JapanFrontccc.jpg,14/07/1995
Mobile Suit Gundam,Sega Saturn,0.41,Bandai,CRI,https://www.vgchartz.com/games/boxart/full_804208JapanFrontccc.jpg,22/12/1995
Steam-Heart's,Sega Saturn,0.0,TGL,Giga,https://www.vgchartz.com/games/boxart/full_2308286JapanFrontccc.jpg,23/09/1998
Sega Ages: After Burner II,Sega Saturn,0.08,Sega,Sega,https://www.vgchartz.com/games/boxart/full_520668JapanFrontccc.jpg,27/09/1996
Prisoner of Ice: Jashin Kourin,Sega Saturn,0.0,Xing Entertainment,Infogrames,https://www.vgchartz.com/games/boxart/full_4944380JapanFrontccc.jpg,23/12/1997
Tokimeki Mahjong Paradise: Koi no Tenpai Beat,Sega Saturn,0.04,Sonnet,Unknown,https://www.vgchartz.com/games/boxart/full_8113580JapanFrontccc.jpg,20/10/1995
AquaZone Option Disk Series 4: Clown Loach,Sega Saturn,0.0,Open Book 9003,Open Book 9003,https://www.vgchartz.com/games/boxart/full_5920604JapanFrontccc.jpg,06/12/1996
Quake,Sega Saturn,0.0,Sega,Lobotomy Software,https://www.vgchartz.com/games/boxart/full_9655067AmericaFrontccc.jpg,27/05/1997
The Mansion of Hidden Souls,Sega Saturn,0.0,Sega,System Sacom,https://www.vgchartz.com/games/boxart/full_3498997AmericaFrontccc.jpg,01/01/1994
Japan Super Bass Classic '96,Sega Saturn,0.0,Naxat Soft,Naxat Soft,https://www.vgchartz.com/games/boxart/full_japan-super-bass-classic-96_4JapanFront.jpg,23/08/1996
Bust-A-Move 2 Arcade Edition,Sega Saturn,0.0,Acclaim Entertainment,Taito Corporation,https://www.vgchartz.com/games/boxart/6256255ccc.jpg,01/01/1996
Rayman,Sega Saturn,0.0,Ubisoft,Ubisoft Montpellier,https://www.vgchartz.com/games/boxart/full_1480985AmericaFrontccc.jpg,01/01/1995
Hyper Securities S,Sega Saturn,0.0,Pack-In-Video,Pack-In-Video,https://www.vgchartz.com/games/boxart/full_hyper-securities-s_312JapanFront.jpg,07/02/1997
Three Dirty Dwarves,Sega Saturn,0.0,SegaSoft,Appaloosa Interactive,https://www.vgchartz.com/games/boxart/full_7656324AmericaFrontccc.jpg,15/10/1996
Kakinoki Shogi,Sega Saturn,0.0,ASCII Entertainment,ASCII Entertainment,https://www.vgchartz.com/games/boxart/full_8271855JapanFrontccc.jpg,14/04/1995
Tactics Ogre: Let Us Cling Together,Sega Saturn,0.0,Riverhillsoft,Quest Corporation,https://www.vgchartz.com/games/boxart/full_4616804JapanFrontccc.jpg,13/12/1996
Tenchi O Kurau II,Sega Saturn,0.0,Capcom,Capcom,https://www.vgchartz.com/games/boxart/full_2157656JapanFrontccc.jpg,06/09/1996
Virtua Fighter CG Portrait Series Vol.3: Akira Yuki,Sega Saturn,0.09,Sega,Sega-AM2,https://www.vgchartz.com/games/boxart/full_8904433JapanFrontccc.jpg,17/11/1995
Heir of Zendor: The Legend of the Land,Sega Saturn,0.0,KOEI,Micronet,https://www.vgchartz.com/games/boxart/full_30238AmericaFrontccc.jpg,30/11/1996
Return to Zork,Sega Saturn,0.0,Bandai,Activision,https://www.vgchartz.com/games/boxart/full_return-to-zork_10JapanFront.jpg,02/02/1996
Christmas NiGHTS into dreams...,Sega Saturn,0.0,Sega,Sonic Team,https://www.vgchartz.com/games/boxart/full_7437413AmericaFrontccc.jpg,01/01/1996
NBA Action 98,Sega Saturn,0.0,Sega,Visual Concepts,https://www.vgchartz.com/games/boxart/6879006ccc.jpg,31/10/1997
Sakamoto Ryouma: Ishin Kaikoku,Sega Saturn,0.0,KID,KID Corporation,https://www.vgchartz.com/games/boxart/full_sakamoto-ryouma-ishin-kaikoku_82JapanFront.jpg,29/01/1998
Corpse Killer: Graveyard Edition,Sega Saturn,0.0,Digital Pictures,Digital Pictures,https://www.vgchartz.com/games/boxart/full_2847604AmericaFrontccc.jpg,01/01/1995
Sega Worldwide Soccer '98,Sega Saturn,0.0,Sega,Sega,https://www.vgchartz.com/games/boxart/full_8114170PALFrontccc.jpg,01/01/1998
Elevator Action Returns,Sega Saturn,0.0,Unknown,Ving,https://www.vgchartz.com/games/boxart/full_elevator-action-returns_1JapanFront.jpg,14/02/1997
Virtual Casino,Sega Saturn,0.0,Natsume,DATT Japan,https://www.vgchartz.com/games/boxart/full_999034AmericaFrontccc.jpg,01/01/1996
DoDonPachi,Sega Saturn,0.0,Atlus,Cave,https://www.vgchartz.com/games/boxart/full_6139162JapanFrontccc.jpg,18/09/1997
Sakura Wars: Steam Radio Show,Sega Saturn,0.0,Sega,Sega,https://www.vgchartz.com/games/boxart/full_1561327JapanFrontccc.jpg,13/11/1997
Angelique Special 2,Sega Saturn,0.0,KOEI,Koei,https://www.vgchartz.com/games/boxart/full_8087920JapanFrontccc.jpg,04/04/1997
Doukyuusei if,Sega Saturn,0.26,NEC,Elf,https://www.vgchartz.com/games/boxart/full_3376509JapanFrontccc.jpg,09/08/1996
Zero Divide: The Final Conflict,Sega Saturn,0.0,Zoom,Zoom Inc.,https://www.vgchartz.com/games/boxart/full_7759823JapanFrontccc.jpg,20/11/1997
Private Idol Disc Vol.4: Kuroda Miyuki,Sega Saturn,0.0,Sada Soft,Sada Soft,https://www.vgchartz.com/games/boxart/full_5559089JapanFrontccc.jpg,27/06/1997
J-League Victory Goal '96,Sega Saturn,0.29,Sega,Sega,https://www.vgchartz.com/games/boxart/full_2439714JapanFrontccc.jpg,22/03/1996
Mega Man X3,Sega Saturn,0.0,Capcom,Capcom,https://www.vgchartz.com/games/boxart/full_6821841PALFrontccc.jpg,01/01/1996
Ai Shogi 2,Sega Saturn,0.0,ASCII Entertainment,ASCII Entertainment,https://www.vgchartz.com/games/boxart/full_5801280JapanFrontccc.jpg,11/06/1998
Neon Genesis Evangelion 2nd Impression,Sega Saturn,0.42,Sega,Sega,https://www.vgchartz.com/games/boxart/full_5618368JapanFrontccc.jpg,07/03/1997
BreakThru!,Sega Saturn,0.0,BMG Interactive Entertainment,Shoeisha,https://www.vgchartz.com/games/boxart/full_3546599JapanFrontccc.jpg,22/09/1995
Shippuu Mahou Daisakusen: Kingdom-Grandprix,Sega Saturn,0.02,Gaga,Eighting/Raizing,https://www.vgchartz.com/games/boxart/full_7240135JapanFrontccc.jpg,14/06/1996
Gensou Suikoden,Sega Saturn,0.0,Konami,KCET,https://www.vgchartz.com/games/boxart/full_1032633JapanFrontccc.jpg,17/09/1998
Battle Arena Toshinden URA,Sega Saturn,0.03,Sega,Nextech,https://www.vgchartz.com/games/boxart/1383005ccc.jpg,30/11/1996
Suikoden Tendou 108 Sei,Sega Saturn,0.0,KOEI,Koei,https://www.vgchartz.com/games/boxart/full_9330064JapanFrontccc.jpg,18/12/1997
Blast Wind,Sega Saturn,0.0,TechnoSoft,"TechnoSoft Co., Ltd.",https://www.vgchartz.com/games/boxart/full_2058177JapanFrontccc.jpg,17/01/1997
Tengai Makyou: Daishi no Mokushiroku - The Apocalypse IV,Sega Saturn,0.26,Hudson Soft,RED Company,https://www.vgchartz.com/games/boxart/full_7928152JapanFrontccc.jpg,14/01/1997
Sega Ages: OutRun,Sega Saturn,0.0,Sega,Sega,https://www.vgchartz.com/games/boxart/full_2568575JapanFrontccc.jpg,20/09/1996
Pia Carrot e Youkoso!! 2,Sega Saturn,0.0,NEC Interchannel,Cocktail Soft,https://www.vgchartz.com/games/boxart/full_6316171JapanFrontccc.jpg,08/10/1998
Last Bronx,Sega Saturn,0.13,Sega,Sega,https://www.vgchartz.com/games/boxart/6098364ccc.jpg,30/09/1997
Arcana Strikes,Sega Saturn,0.0,Takara,Takara,https://www.vgchartz.com/games/boxart/full_4353425JapanFrontccc.jpg,11/12/1997
Arthur to Astaroth no Nazo Makaimura: Incredible Toons,Sega Saturn,0.0,Capcom,Capcom,https://www.vgchartz.com/games/boxart/full_2223749JapanFrontccc.jpg,30/08/1996
Pebble Beach Golf Links,Sega Saturn,0.02,Sega,Tikipod,https://www.vgchartz.com/games/boxart/8170535ccc.jpg,01/01/1995
Ultraman Zukan 2,Sega Saturn,0.0,Kodansha,Kodansha,https://www.vgchartz.com/games/boxart/full_9184813JapanFrontccc.jpg,18/12/1997
Strikers 1945,Sega Saturn,0.05,Atlus,Psikyo,https://www.vgchartz.com/games/boxart/full_9288563JapanFrontccc.jpg,28/06/1996
NOëL 3: Mission on the Line,Sega Saturn,0.0,Pioneer LDC,Pioneer LDC,https://www.vgchartz.com/games/boxart/default.jpg,10/12/1998
Highway 2000,Sega Saturn,0.06,Natsume,Genki,https://www.vgchartz.com/games/boxart/6032445ccc.jpg,01/01/1996
The Incredible Hulk: The Pantheon Saga,Sega Saturn,0.0,Eidos Interactive,Attention To Detail,https://www.vgchartz.com/games/boxart/8111950ccc.jpg,01/01/1997
Mahjong Doukyuusei Special,Sega Saturn,0.0,Unknown,Make Software,https://www.vgchartz.com/games/boxart/full_mahjong-doukyuusei-special_8JapanFront.jpg,29/03/1996
Midway Presents Arcade's Greatest Hits: The Atari Collection 1,Sega Saturn,0.0,Midway Games,Digital Eclipse,https://www.vgchartz.com/games/boxart/2223384ccc.jpg,14/07/1997
NHL 98,Sega Saturn,0.0,EA Sports,EA Canada,https://www.vgchartz.com/games/boxart/432321ccc.jpg,01/01/1997
The Legend of Heroes I & II: Eiyuu Densetsu,Sega Saturn,0.0,GMF,Nihon Falcom Corporation,https://www.vgchartz.com/games/boxart/full_the-legend-of-heroes-i-amp-ii-eiyuu-densetsu_153JapanFront.jpg,23/09/1998
Cyber Speedway,Sega Saturn,0.0,Sega,NexTech Corporation,https://www.vgchartz.com/games/boxart/full_3012826AmericaFrontccc.jpg,01/01/1995
Slam 'n Jam '96 featuring Magic & Kareem,Sega Saturn,0.0,Crystal Dynamics,Left Field Productions,https://www.vgchartz.com/games/boxart/7961719ccc.jpg,09/08/1996
World Series Baseball II,Sega Saturn,0.0,Sega,Sega,https://www.vgchartz.com/games/boxart/3565581ccc.jpg,31/07/1996
Resident Evil,Sega Saturn,0.17,Capcom,Nextech,https://www.vgchartz.com/games/boxart/7223077ccc.jpg,31/08/1997
Space Invaders,Sega Saturn,0.0,Taito,Taito Corporation,https://www.vgchartz.com/games/boxart/full_8651977JapanFrontccc.jpg,13/12/1996
The King of Fighters '96,Sega Saturn,0.21,SNK,SNK Corporation,https://www.vgchartz.com/games/boxart/full_809265JapanFrontccc.jpg,31/12/1996
Gakkou no Kowai Uwasa: Hanako-San ga Kita!!,Sega Saturn,0.0,Capcom,Capcom,https://www.vgchartz.com/games/boxart/full_9821122JapanFrontccc.jpg,11/08/1995
Bishoujo Senshi Sailor Moon Super S: Various Emotion,Sega Saturn,0.0,Angel Studios,Angel Studios,https://www.vgchartz.com/games/boxart/full_8564774JapanFrontccc.jpg,29/11/1996
The Lost World: Jurassic Park,Sega Saturn,0.0,Sega,Appaloosa Interactive,https://www.vgchartz.com/games/boxart/6854656ccc.jpg,01/01/1997
Digital Dance Mix Vol. 1: Namie Amuro,Sega Saturn,0.0,Sega,Sega-AM2,https://www.vgchartz.com/games/boxart/full_digital-dance-mix-vol-1-namie-amuro_4JapanFront.jpg,10/01/1997
Blazing Dragons,Sega Saturn,0.0,Mindscape,Illusions Game Company,https://www.vgchartz.com/games/boxart/full_4809949AmericaFrontccc.jpg,31/10/1996
PowerSlave,Sega Saturn,0.0,Playmates,Lobotomy Software,https://www.vgchartz.com/games/boxart/5292908ccc.jpg,31/10/1996
Yuukyuu no Kobako Official Collection,Sega Saturn,0.0,Media Works,MediaWorks,https://www.vgchartz.com/games/boxart/full_yuukyuu-no-kobako-official-collection_51JapanFront.jpg,11/12/1997
Double Switch,Sega Saturn,0.0,Digital Pictures,Digital Pictures,https://www.vgchartz.com/games/boxart/full_7030175AmericaFrontccc.jpg,01/01/1995
Striker '96,Sega Saturn,0.0,Acclaim Entertainment,Rage Software,https://www.vgchartz.com/games/boxart/full_582649AmericaFrontccc.jpg,01/01/1996
Zoop,Sega Saturn,0.0,MediaQuest,Hookstone Productions,https://www.vgchartz.com/games/boxart/full_3516025JapanFrontccc.jpg,29/11/1996
Jikkyou Oshaberi Parodius: Forever with Me,Sega Saturn,0.0,Konami,Konami,https://www.vgchartz.com/games/boxart/full_9327494JapanFrontccc.jpg,13/12/1996
Tilk: Aoi Umi kara Kita Shoujo,Sega Saturn,0.0,TGL,TGL,https://www.vgchartz.com/games/boxart/full_5685494JapanFrontccc.jpg,23/12/1997
Robotica,Sega Saturn,0.06,Acclaim Entertainment,Genki,https://www.vgchartz.com/games/boxart/full_9773837AmericaFrontccc.jpg,01/01/1995
DX Game of Life,Sega Saturn,0.0,Takara,Takara,https://www.vgchartz.com/games/boxart/full_497889JapanFrontccc.jpg,15/12/1995
Game Nihonishi: Kakumeiko Oda Nobunaga,Sega Saturn,0.0,KOEI,Koei,https://www.vgchartz.com/games/boxart/full_5899584JapanFrontccc.jpg,04/04/1997
Grandia,Sega Saturn,0.42,ESP,Game Arts,https://www.vgchartz.com/games/boxart/full_6645726JapanFrontccc.jpg,18/12/1997
Samurai Spirits: Zankuro Musouken,Sega Saturn,0.0,SNK,SNK Corporation,https://www.vgchartz.com/games/boxart/full_6097102JapanFrontccc.jpg,08/11/1996
Tokimeki Memorial Drama Series Vol.1: Nijiiro no Seishun,Sega Saturn,0.0,Konami,Konami,https://www.vgchartz.com/games/boxart/full_975144JapanFrontccc.jpg,10/07/1997
Madou Monogatari,Sega Saturn,0.03,Compile,Compile,https://www.vgchartz.com/games/boxart/full_690855JapanFrontccc.jpg,23/07/1998
Side Pocket 3,Sega Saturn,0.0,Data East,Data East,https://www.vgchartz.com/games/boxart/full_9612396JapanFrontccc.jpg,18/07/1997
True Pinball,Sega Saturn,0.0,Ocean,Digital Illusions,https://www.vgchartz.com/games/boxart/full_6083675AmericaFrontccc.jpg,31/10/1996
EMIT Vol.2: Meigake no Tabi,Sega Saturn,0.0,KOEI,Koei,https://www.vgchartz.com/games/boxart/full_351473JapanFrontccc.jpg,01/04/1995
Puzzle Bobble  2X & Space Invaders,Sega Saturn,0.0,Taito,Taito Corporation,https://www.vgchartz.com/games/boxart/full_2208756JapanFrontccc.jpg,04/04/1997
Yumimi Mix Remix,Sega Saturn,0.0,Game Arts,Game Arts,https://www.vgchartz.com/games/boxart/full_493654JapanFrontccc.jpg,28/07/1995
Desire,Sega Saturn,0.14,Imadio,Imadio,https://www.vgchartz.com/games/boxart/full_2845370JapanFrontccc.jpg,11/09/1997
Langrisser Tribute,Sega Saturn,0.0,NCS,NCS,https://www.vgchartz.com/games/boxart/full_8297507JapanFrontccc.jpg,23/12/1998
Private Idol Disc: Tokubetsu-Hen Campaign Girl '97,Sega Saturn,0.0,Sada Soft,Sada Soft,https://www.vgchartz.com/games/boxart/full_6838170JapanFrontccc.jpg,20/06/1997
Haunted Casino,Sega Saturn,0.04,Societa,Societa,https://www.vgchartz.com/games/boxart/full_1671965JapanFrontccc.jpg,27/09/1996
Riven: The Sequel to Myst,Sega Saturn,0.0,Sega,Cyan Worlds,https://www.vgchartz.com/games/boxart/full_1376816PALFrontccc.jpg,01/01/1998
Lupin the 3rd Chronicles,Sega Saturn,0.0,Spike,Spike,https://www.vgchartz.com/games/boxart/default.jpg,08/08/1997
Kidou Senshi Gundam: Giren no Yabou,Sega Saturn,0.25,Bandai,Bandai,https://www.vgchartz.com/games/boxart/full_6406012JapanFrontccc.jpg,09/04/1998
Chaos Control,Sega Saturn,0.0,Infogrames,Infogrames,https://www.vgchartz.com/games/boxart/full_2291586PALFrontccc.jpg,01/01/1996
Sentimental Graffiti,Sega Saturn,0.25,NEC Interchannel,NEC Intechannel,https://www.vgchartz.com/games/boxart/full_6378557JapanFrontccc.jpg,22/01/1998
Goiken Muyou: Anarchy in the Nippon,Sega Saturn,0.0,KSS,KSS,https://www.vgchartz.com/games/boxart/full_6978945JapanFrontccc.jpg,02/10/1997
Vampire Savior: The Lord of Vampire,Sega Saturn,0.18,Capcom,Capcom,https://www.vgchartz.com/games/boxart/full_9789731JapanFrontccc.jpg,16/04/1998
Frank Thomas Big Hurt Baseball,Sega Saturn,0.0,Acclaim Entertainment,Iguana Entertainment,https://www.vgchartz.com/games/boxart/3796203ccc.jpg,01/01/1996
Sega Ages: Fantasy Zone,Sega Saturn,0.0,Sega,Sega,https://www.vgchartz.com/games/boxart/full_sega-ages-fantasy-zone_1JapanFront.jpg,21/02/1997
Capcom Generation 1: Dai 1 Shuu Gekitsuiou no Jidai,Sega Saturn,0.0,Capcom,Capcom,https://www.vgchartz.com/games/boxart/full_6839270JapanFrontccc.jpg,27/08/1998
MechWarrior 2: 31st Century Combat,Sega Saturn,0.0,Activision,Quantum Factory,https://www.vgchartz.com/games/boxart/5607499ccc.jpg,31/03/1997
Digital Pinball: Necronomicon,Sega Saturn,0.0,Kaze,KAZe Co.,https://www.vgchartz.com/games/boxart/full_digital-pinball-necronomicon_90JapanFront.jpg,15/11/1996
Clockwork Knight 2,Sega Saturn,0.0,Sega,Sega,https://www.vgchartz.com/games/boxart/5700363ccc.jpg,01/01/1995
Robo Pit,Sega Saturn,0.0,THQ,Altron Corporation,https://www.vgchartz.com/games/boxart/1172932ccc.jpg,01/01/1996
Falcom Classics II,Sega Saturn,0.0,Victor Interactive,Nihon Falcom Corporation,https://www.vgchartz.com/games/boxart/full_falcom-classics-ii_142JapanFront.jpg,29/10/1998
Kekkon: Marriage,Sega Saturn,0.06,Shogakukan,Shogakukan Production,https://www.vgchartz.com/games/boxart/full_5337109JapanFrontccc.jpg,15/12/1995
WipEout 2097,Sega Saturn,0.0,Psygnosis,Psygnosis,https://www.vgchartz.com/games/boxart/full_9689135PALFrontccc.jpg,18/09/1997
Discworld,Sega Saturn,0.0,Psygnosis,Perfect Entertainment,https://www.vgchartz.com/games/boxart/full_8142186PALFrontccc.jpg,01/01/1996
Nonomura Byoin no Hitobito,Sega Saturn,0.36,Elf,Elf,https://www.vgchartz.com/games/boxart/full_7114067JapanFrontccc.jpg,26/04/1996
Devil Summoner: Soul Hackers - Akuma Zensho Dainishuu,Sega Saturn,0.0,Atlus,Atlus Co.,https://www.vgchartz.com/games/boxart/full_8595842JapanFrontccc.jpg,23/12/1997
Sonic Jam,Sega Saturn,0.12,Sega,Sonic Team,https://www.vgchartz.com/games/boxart/5796451ccc.jpg,31/07/1997
Virtua Fighter CG Portrait Series Vol.10: Jeffry McWild,Sega Saturn,0.0,Sega,Sega-AM2,https://www.vgchartz.com/games/boxart/full_5293235JapanFrontccc.jpg,01/03/1996
Virtua Fighter CG Portrait Series Vol.1: Sarah Bryant,Sega Saturn,0.11,Sega,Sega-AM2,https://www.vgchartz.com/games/boxart/full_4147335JapanFrontccc.jpg,13/10/1995
Highway 2000,Sega Saturn,0.0,Unknown,Natsume,https://www.vgchartz.com/games/boxart/8431319ccc.jpg,
LifeScape: Seimei 40 Okunen Haruka na Tabi,Sega Saturn,0.0,MediaQuest,Scitron & Art,https://www.vgchartz.com/games/boxart/full_lifescape-seimei-40-okunen-haruka-na-tabi_5JapanFront.jpg,26/01/1996
3D Baseball,Sega Saturn,0.0,Mindscape,Crystal Dynamics,https://www.vgchartz.com/games/boxart/full_7757201AmericaFrontccc.png,27/11/1996
